name,dexID,type1,type2,Ability 1,Ability 2,Hidden,weight (in lbs),baseStatTotal,baseHP,baseAtk,baseDef,baseSpAtk,baseSpDef,baseSpeed,gen9Legal,mostRecentUsageTier
Dottler,825,Bug,Psychic,Swarm,Compound Eyes,Telepathy,43,335,50,35,80,50,90,30,FALSE,PU
Orbeetle,826,Bug,Psychic,Swarm,Frisk,Telepathy,89.9,505,60,45,110,80,120,90,FALSE,PU
Nickit,827,Dark,,Run Away,Unburden,Stakeout,19.6,245,40,28,28,47,52,50,FALSE,PU
Thievul,828,Dark,,Run Away,Unburden,Stakeout,43.9,455,70,58,58,87,92,90,FALSE,PU
Gossifleur,829,Grass,,Cotton Down,Regenerator,Effect Spore,4.9,250,40,40,60,40,60,10,FALSE,PU
Eldegoss,830,Grass,,Cotton Down,Regenerator,Effect Spore,5.5,460,60,50,90,80,120,60,FALSE,PU
Wooloo,831,Normal,,Fluffy,Run Away,Bulletproof,13.2,270,42,40,55,40,45,48,FALSE,PU
Dubwool,832,Normal,,Fluffy,Steadfast,Bulletproof,94.8,490,72,80,100,60,90,88,FALSE,PU
Chewtle,833,Water,,Strong Jaw,Shell Armor,Swift Swim,18.7,284,50,64,50,38,38,44,TRUE,PU
Drednaw,834,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,254.6,485,90,115,90,48,68,74,TRUE,UU
Yamper,835,Electric,,Ball Fetch,,Rattled,29.8,270,59,45,50,40,50,26,FALSE,PU
Boltund,836,Electric,,Strong Jaw,,Competitive,75,490,69,90,60,90,60,121,FALSE,PU
Rolycoly,837,Rock,,Steam Engine,Heatproof,Flash Fire,26.5,240,30,40,50,40,50,30,TRUE,PU
Carkol,838,Rock,Fire,Steam Engine,Flame Body,Flash Fire,172,410,80,60,90,60,70,50,TRUE,PU
Coalossal,839,Rock,Fire,Steam Engine,Flame Body,Flash Fire,684.5,510,110,80,120,80,90,30,TRUE,RU
Applin,840,Grass,Dragon,Ripen,Gluttony,Bulletproof,1.1,260,40,40,80,40,40,20,TRUE,PU
Flapple,841,Grass,Dragon,Ripen,Gluttony,Hustle,2.2,485,70,110,80,95,60,70,TRUE,PU
Appletun,842,Grass,Dragon,Ripen,Gluttony,Thick Fat,28.7,485,110,85,80,100,80,30,TRUE,NU
Silicobra,843,Ground,,Sand Spit,Shed Skin,Sand Veil,16.8,315,52,57,75,35,50,46,TRUE,PU
Sandaconda,844,Ground,,Sand Spit,Shed Skin,Sand Veil,144.4,510,72,107,125,65,70,71,TRUE,NU
Cramorant,845,Flying,Water,Gulp Missile,,,39.7,475,70,85,55,85,95,85,FALSE,PU
Arrokuda,846,Water,,Swift Swim,,Propeller Tail,2.2,280,41,63,40,40,30,66,TRUE,PU
Barraskewda,847,Water,,Swift Swim,,Propeller Tail,66.1,490,61,123,60,60,50,136,TRUE,RU
Toxel,848,Electric,Poison,Rattled,Static,Klutz,24.3,242,40,38,35,54,35,40,TRUE,PU
Toxtricity-Amped,849,Electric,Poison,Punk Rock,Plus,Technician,88.2,502,75,98,70,114,70,75,TRUE,OU
Toxtricity-LowKey,849.1,Electric,Poison,Punk Rock,Minus,Technician,88.2,502,75,98,70,114,70,75,TRUE,PU
Sizzlipede,850,Fire,Bug,Flash Fire,White Smoke,Flame Body,2.2,305,50,65,45,50,50,45,FALSE,PU
Centiskorch,851,Fire,Bug,Flash Fire,White Smoke,Flame Body,264.6,525,100,115,65,90,90,65,FALSE,PU
Clobbopus,852,Fighting,,Limber,,Technician,8.8,310,50,68,60,50,50,32,FALSE,PU
Grapploct,853,Fighting,,Limber,,Technician,86,480,80,118,90,70,80,42,FALSE,PU
Sinistea,854,Ghost,,Weak Armor,,Cursed Body,0.4,308,40,45,45,74,54,50,TRUE,PU
Polteageist,855,Ghost,,Weak Armor,,Cursed Body,0.9,508,60,65,65,134,114,70,TRUE,UU
Hatenna,856,Psychic,,Healer,Anticipation,Magic Bounce,7.5,265,42,30,45,56,53,39,TRUE,PU
Hattrem,857,Psychic,,Healer,Anticipation,Magic Bounce,10.6,370,57,40,65,86,73,49,TRUE,PU
Hatterene,858,Psychic,Fairy,Healer,Anticipation,Magic Bounce,11.2,510,57,90,95,136,103,29,TRUE,OU
Impidimp,859,Dark,Fairy,Prankster,Frisk,Pickpocket,12.1,265,45,45,30,55,40,50,TRUE,PU
Morgrem,860,Dark,Fairy,Prankster,Frisk,Pickpocket,27.6,370,65,60,45,75,55,70,TRUE,PU
Grimmsnarl,861,Dark,Fairy,Prankster,Frisk,Pickpocket,134.5,510,95,120,65,95,75,60,TRUE,UU
Obstagoon,862,Dark,Normal,Reckless,Guts,Defiant,101.4,520,93,90,101,60,81,95,FALSE,UU
Perrserker,863,Steel,,Battle Armor,Tough Claws,Steely Spirit,61.7,440,70,110,100,50,60,50,TRUE,PU
Cursola,864,Ghost,,Weak Armor,,Perish Body,0.9,510,60,95,50,145,130,30,FALSE,PU
Sirfetch'd,865,Fighting,,Steadfast,,Scrappy,257.9,507,62,135,95,68,82,65,FALSE,RU
Mr.Rime,866,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,128.3,520,80,85,75,110,100,70,FALSE,PU
Runerigus,867,Ground,Ghost,Wandering Spirit,,,146.8,483,58,95,145,50,105,30,FALSE,PU
Milcery,868,Fairy,,Sweet Veil,,Aroma Veil,0.7,270,45,40,40,50,61,34,FALSE,PU
Alcremie,869,Fairy,,Sweet Veil,,Aroma Veil,1.1,495,65,60,75,110,121,64,FALSE,PU
Falinks,870,Fighting,,Battle Armor,,Defiant,136.7,470,65,100,100,70,60,75,TRUE,PU
Pincurchin,871,Electric,,Lightning Rod,,Electric Surge,2.2,435,48,101,95,91,85,15,TRUE,PU
Snom,872,Ice,Bug,Shield Dust,,Ice Scales,8.4,185,30,25,35,45,30,20,TRUE,PU
Frosmoth,873,Ice,Bug,Shield Dust,,Ice Scales,92.6,475,70,65,60,125,90,65,TRUE,NU
Stonjourner,874,Rock,,Power Spot,,,1146.4,470,100,125,135,20,20,70,TRUE,PU
Eiscue-IceFace,875,Ice,,Ice Face,,,196.2,470,75,80,110,65,90,50,FALSE,PU
Eiscue-NoiceFace,875.1,Ice,,Ice Face,,,196.2,470,75,80,70,65,50,130,FALSE,PU
Indeedee-Male,876,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,61.7,475,60,65,55,105,95,95,FALSE,OU
Indeedee-Female,876.1,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,61.7,475,70,55,65,95,105,85,FALSE,OU
Morpeko-FullBelly,877,Electric,Dark,Hunger Switch,,,6.6,436,58,95,58,70,58,97,FALSE,PU
Morpeko-Hangry,877.1,Electric,Dark,Hunger Switch,,,6.6,436,58,95,58,70,58,97,FALSE,PU
Cufant,878,Steel,,Sheer Force,,Heavy Metal,220.5,330,72,80,49,40,49,40,TRUE,PU
Copperajah,879,Steel,,Sheer Force,,Heavy Metal,1433,500,122,130,69,80,69,30,TRUE,NU
Dracozolt,880,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,418.9,505,90,100,90,80,70,75,FALSE,OU
Arctozolt,881,Electric,Ice,Volt Absorb,Static,Slush Rush,330.7,505,90,100,90,90,80,55,FALSE,OU
Dracovish,882,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,474,505,90,90,100,70,80,75,FALSE,Uber
Arctovish,883,Water,Ice,Water Absorb,Ice Body,Slush Rush,385.8,505,90,90,100,80,90,55,FALSE,PU
Duraludon,884,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,88.2,535,70,95,115,120,50,85,FALSE,NU
Dreepy,885,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,4.4,270,28,60,30,40,30,82,TRUE,PU
Drakloak,886,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,24.3,410,68,80,50,60,50,102,TRUE,PU
Dragapult,887,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,110.2,600,88,120,75,100,75,142,TRUE,OU
Zacian,888,Fairy,,Intrepid Sword,,,242.5,660,92,120,115,80,115,138,FALSE,AG
Zacian-Crowned,888.1,Fairy,Steel,Intrepid Sword,,,782.6,700,92,150,115,80,115,148,FALSE,AG
Zamazenta,889,Fighting,,Dauntless Shield,,,463,660,92,120,115,80,115,138,FALSE,Uber
Zamazenta-Crowned,889.1,Fighting,Steel,Dauntless Shield,,,1730.6,700,92,120,140,80,140,128,FALSE,Uber
Eternatus,890,Poison,Dragon,Pressure,,,2094.4,690,140,85,95,145,95,130,FALSE,Uber
Kubfu,891,Fighting,,Inner Focus,,,26.5,385,60,90,60,53,50,72,FALSE,PU
Urshifu-SingleStrike,892.1,Fighting,Dark,Unseen Fist,,,231.5,550,100,130,100,63,60,97,FALSE,OU
Urshifu-RapidStrike,892.2,Fighting,Water,Unseen Fist,,,231.5,550,100,130,100,63,60,97,FALSE,OU
Zarude,893,Dark,Grass,Leaf Guard,,,154.3,600,105,120,105,70,95,105,FALSE,UU
Regieleki,894,Electric,,Transistor,,,319.7,580,80,100,50,100,50,200,FALSE,UU
Regidrago,895,Dragon,,Dragon's Maw,,,440.9,580,200,100,50,100,50,80,FALSE,RU
Glastrier,896,Ice,,Chilling Neigh,,,1763.7,580,100,145,130,65,110,30,FALSE,PU
Spectrier,897,Ghost,,Grim Neigh,,,98.1,580,100,65,60,145,80,130,FALSE,Uber
Calyrex,898,Psychic,Grass,Unnerve,,,17,500,100,80,80,80,80,80,FALSE,PU
ShadowRiderCalyrex,898.1,Psychic,Ghost,As One,,,118.2,680,100,85,80,165,100,150,FALSE,Uber
IceRiderCalyrex,898.2,Psychic,Ice,As One,,,1783.8,680,100,165,150,85,130,50,FALSE,Uber
Wyrdeer,899,Normal,Psychic,Intimidate,Frisk,Sap Sipper,209.7,525,103,105,72,105,75,65,FALSE,
Kleavor,900,Bug,Rock,Swarm,Sheer Force,Sharpness,196.2,500,70,130,95,45,75,85,FALSE,
Ursaluna,901,Ground,Normal,Guts,Bulletproof,Unnerve,639.3,550,130,140,105,45,80,50,FALSE,
Basculegion-Male,902,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,242.5,530,120,112,65,80,75,78,FALSE,
Basculegion-Female,902.1,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,242.5,530,120,92,65,100,75,78,FALSE,
Sneasler,903,Poison,Fighting,Pressure,Unburden,Poison Touch,94.8,510,80,130,60,40,80,120,FALSE,
Overqwil,904,Dark,Poison,Poison Point,Swift Swim,Intimidate,133.4,510,85,115,95,65,65,85,FALSE,
Enamorus-Therian,905,Fairy,Flying,Overcoat,,,105.8,580,74,115,110,135,100,46,FALSE,
Enamorus-Incarnate,905.1,Fairy,Flying,Cute Charm,,Contrary,105.8,580,74,115,70,135,80,106,FALSE,
Sprigatito,906,Grass,,Overgrow,,Protean,9,310,40,61,54,45,45,65,TRUE,PU
Floragato,907,Grass,,Overgrow,,Protean,26.9,410,61,80,63,60,63,83,TRUE,PU
Meowscarada,908,Grass,Dark,Overgrow,,Protean,68.8,530,76,110,70,81,70,123,TRUE,OU
Fuecoco,909,Fire,,Blaze,,Unaware,21.6,310,67,45,59,63,40,36,TRUE,PU
Crocalor,910,Fire,,Blaze,,Unaware,67.7,411,81,55,78,90,58,49,TRUE,NU
Skeledirge,911,Fire,Ghost,Blaze,,Unaware,719.8,530,104,75,100,110,75,66,TRUE,OU
Quaxly,912,Water,,Torrent,,Moxie,13.4,310,55,65,45,50,45,50,TRUE,PU
Quaxwell,913,Water,,Torrent,,Moxie,47.4,410,70,85,65,65,60,65,TRUE,PU
Quaquaval,914,Water,Fighting,Torrent,,Moxie,136.5,530,85,120,80,85,75,85,TRUE,OU
Lechonk,915,Normal,,Aroma Veil,Gluttony,Thick Fat,22.5,254,54,45,40,35,45,35,TRUE,PU
Oinkologne-Male,916,Normal,,Lingering Aroma,Gluttony,Thick Fat,264.6,489,110,100,75,59,80,65,TRUE,PU
Oinkologne-Female,916.1,Normal,,Aroma Veil,Gluttony,Thick Fat,264.6,489,115,90,70,59,90,65,TRUE,PU
Tarountula,917,Bug,,Insomnia,,Stakeout,8.8,210,35,41,45,29,40,20,TRUE,PU
Spidops,918,Bug,,Insomnia,,Stakeout,36.4,404,60,79,92,52,86,35,TRUE,NU
Nymble,919,Bug,,Swarm,,Tinted Lens,2.2,210,33,46,40,21,25,45,TRUE,PU
Lokix,920,Bug,Dark,Swarm,,Tinted Lens,38.6,450,71,102,78,52,55,92,TRUE,UU
Pawmi,921,Electric,,Static,Natural Cure,Iron Fist,5.5,240,45,50,20,40,25,60,TRUE,PU
Pawmo,922,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,14.3,350,60,75,40,50,40,85,TRUE,PU
Pawmot,923,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,90.4,490,70,115,70,70,60,105,TRUE,UU
Tandemaus,924,Normal,,Run Away,Pickup,Own Tempo,4,305,50,50,45,40,45,75,TRUE,PU
Maushold,925,Normal,,Friend Guard,Cheek Pouch,Technician,6.2,470,74,75,70,65,75,111,TRUE,UU
Fidough,926,Fairy,,Own Tempo,,Klutz,24,312,37,55,70,30,55,65,TRUE,PU
Dachsbun,927,Fairy,,Well-Baked Body,,Aroma Veil,32.8,477,57,80,115,50,80,95,TRUE,NU
Smoliv,928,Grass,Normal,Early Bird,,Harvest,14.3,260,41,35,45,58,51,30,TRUE,PU
Dolliv,929,Grass,Normal,Early Bird,,Harvest,26.2,354,52,53,60,78,78,33,TRUE,PU
Arboliva,930,Grass,Normal,Seed Sower,,Harvest,106.3,510,78,69,90,125,109,39,TRUE,RU
Squawkabilly-Green,931,Normal,Flying,Intimidate,Hustle,Guts,5.3,417,82,96,51,45,51,92,TRUE,PU
Squawkabilly-Blue,931.1,Normal,Flying,Intimidate,Hustle,Guts,5.3,417,82,96,51,45,51,92,TRUE,PU
Squawkabilly-Yellow,931.2,Normal,Flying,Intimidate,Hustle,Sheer Force,5.3,417,82,96,51,45,51,92,TRUE,PU
Squawkabilly-White,931.3,Normal,Flying,Intimidate,Hustle,Sheer Force,5.3,417,82,96,51,45,51,92,TRUE,PU
Nacli,932,Rock,,Purifying Salt,Sturdy,Clear Body,35.3,280,55,55,75,35,35,25,TRUE,PU
Naclstack,933,Rock,,Purifying Salt,Sturdy,Clear Body,231.5,355,60,60,100,35,65,35,TRUE,RU
Garganacl,934,Rock,,Purifying Salt,Sturdy,Clear Body,529.1,500,100,100,130,45,90,35,TRUE,OU
Charcadet,935,Fire,,Flash Fire,,Flame Body,23.1,255,40,50,40,50,40,35,TRUE,PU
Armarouge,936,Fire,Psychic,Flash Fire,,Weak Armor,187.4,525,85,60,100,125,80,75,TRUE,OU
Ceruledge,937,Fire,Ghost,Flash Fire,,Weak Armor,136.7,525,75,125,80,60,100,85,TRUE,OU
Tadbulb,938,Electric,,Own Tempo,Static,Damp,0.9,272,61,31,41,59,35,45,TRUE,PU
Bellibolt,939,Electric,,Electromorphosis,Static,Damp,249.1,495,109,64,91,103,83,45,TRUE,RU
Wattrel,940,Electric,Flying,Wind Power,Volt Absorb,Competitive,7.9,280,40,40,35,55,40,70,TRUE,PU
Kilowattrel,941,Electric,Flying,Wind Power,Volt Absorb,Competitive,85.1,490,70,70,60,105,60,125,TRUE,RU
Maschiff,942,Dark,,Intimidate,Run Away,Stakeout,35.3,340,60,78,60,40,51,51,TRUE,PU
Mabosstiff,943,Dark,,Intimidate,Guard Dog,Stakeout,134.5,505,80,120,90,60,70,85,TRUE,NU
Shroodle,944,Poison,Normal,Unburden,Pickpocket,Prankster,1.5,290,40,65,35,40,35,75,TRUE,PU
Grafaiai,945,Poison,Normal,Unburden,Poison Touch,Prankster,60,485,63,95,65,80,72,110,TRUE,UU
Bramblin,946,Grass,Ghost,Wind Rider,,Infiltrator,1.3,275,40,65,30,45,35,60,TRUE,PU
Brambleghast,947,Grass,Ghost,Wind Rider,,Infiltrator,13.2,480,55,115,70,80,70,90,TRUE,UU
Toedscool,948,Ground,Grass,Mycelium Might,,,72.8,335,40,40,35,50,100,70,TRUE,PU
Toedscruel,949,Ground,Grass,Mycelium Might,,,127.9,515,80,70,65,80,120,100,TRUE,UU
Klawf,950,Rock,,Anger Shell,Shell Armor,Regenerator,174.2,450,70,100,115,35,55,75,TRUE,NU
Capsakid,951,Grass,,Chlorophyll,Insomnia,Klutz,6.6,304,50,62,40,62,40,50,TRUE,PU
Scovillain,952,Grass,Fire,Chlorophyll,Insomnia,Moody,33.1,486,65,108,65,108,65,75,TRUE,PU
Rellor,953,Bug,,Compound Eyes,,Shed Skin,2.2,270,41,50,60,31,58,30,TRUE,PU
Rabsca,954,Bug,Psychic,Synchronize,,Telepathy,7.7,470,75,50,85,115,100,45,TRUE,PU
Flittle,955,Psychic,,Anticipation,Frisk,Speed Boost,3.3,255,30,35,30,55,30,75,TRUE,PU
Espathra,956,Psychic,,Opportunist,Frisk,Speed Boost,198.4,481,95,60,60,101,60,105,TRUE,Uber
Tinkatink,957,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,19.6,297,50,45,45,35,64,58,TRUE,PU
Tinkatuff,958,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,130.3,380,65,55,55,45,82,78,TRUE,PU
Tinkaton,959,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,248.7,506,85,75,77,70,105,94,TRUE,UU
Wiglett,960,Water,,Gooey,Rattled,Sand Veil,4,245,10,55,25,35,25,95,TRUE,PU
Wugtrio,961,Water,,Gooey,Rattled,Sand Veil,11.9,425,35,100,50,50,70,120,TRUE,PU
Bombirdier,962,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,94.6,485,70,103,85,60,85,82,TRUE,NU
Finizen,963,Water,,Water Veil,,,132.7,315,70,45,40,45,40,75,TRUE,PU
Palafin-Zero,964,Water,,Zero to Hero,,,132.7,457,100,70,72,53,62,100,TRUE,Uber
Palafin-Hero,964.1,Water,,Zero to Hero,,,214.7,650,100,160,97,106,87,100,TRUE,Uber
Varoom,965,Steel,Poison,Overcoat,,Slow Start,77.2,300,45,70,63,30,45,47,TRUE,PU
Revavroom,966,Steel,Poison,Overcoat,,Filter,264.6,500,80,119,90,54,67,90,TRUE,RU
Cyclizar,967,Dragon,Normal,Shed Skin,,Regenerator,138.9,501,70,95,65,85,65,121,TRUE,Uber
Orthworm,968,Steel,,Earth Eater,,Sand Veil,683.4,480,70,85,145,60,55,65,TRUE,OU
Glimmet,969,Rock,Poison,Toxic Debris,,Corrosion,17.6,350,48,35,42,105,60,60,TRUE,PU
Glimmora,970,Rock,Poison,Toxic Debris,,Corrosion,99.2,525,83,55,90,130,81,86,TRUE,OU
Greavard,971,Ghost,,Pickup,,Fluffy,77.2,290,50,61,60,30,55,34,TRUE,PU
Houndstone,972,Ghost,,Sand Rush,,Fluffy,33.1,488,72,101,100,50,97,68,TRUE,Uber
Flamigo,973,Flying,Fighting,Scrappy,Tangled Feet,Costar,81.6,500,82,115,74,75,64,90,TRUE,RU
Cetoddle,974,Ice,,Thick Fat,Snow Cloak,Sheer Force,99.2,334,108,68,45,30,40,43,TRUE,PU
Cetitan,975,Ice,,Thick Fat,Slush Rush,Sheer Force,1543.2,521,170,113,65,45,55,73,TRUE,RU
Veluza,976,Water,Psychic,Mold Breaker,,Sharpness,198.4,478,90,102,73,78,65,70,TRUE,NU
Dondozo,977,Water,,Unaware,Oblivious,Water Veil,485,530,150,100,115,65,65,35,TRUE,OU
Tatsugiri,978,Dragon,Water,Commander,,Storm Drain,17.6,475,68,50,60,120,95,82,TRUE,RU
Annihilape,979,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,123.5,535,110,115,80,50,90,90,TRUE,Uber
Clodsire,980,Poison,Ground,Poison Point,Water Absorb,Unaware,491.6,430,130,75,60,45,100,20,TRUE,OU
Farigiraf,981,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,352.7,520,120,90,70,110,70,60,TRUE,NU
Dudunsparce,982,Normal,,Serene Grace,Run Away,Rattled,104.5,520,125,100,80,85,75,55,TRUE,NU
Kingambit,983,Dark,Steel,Defiant,Supreme Overlord,Pressure,264.6,550,100,135,120,60,85,50,TRUE,OU
GreatTusk,984,Ground,Fighting,Protosynthesis,,,705.5,570,115,131,131,53,53,87,TRUE,OU
ScreamTail,985,Fairy,Psychic,Protosynthesis,,,17.6,570,115,65,99,65,115,111,TRUE,UU
BruteBonnet,986,Grass,Dark,Protosynthesis,,,46.3,570,111,127,99,79,99,55,TRUE,UU
FlutterMane,987,Ghost,Fairy,Protosynthesis,,,8.8,570,55,55,55,135,135,135,TRUE,Uber
SlitherWing,988,Bug,Fighting,Protosynthesis,,,202.8,570,85,135,79,85,105,81,TRUE,UU
SandyShocks,989,Electric,Ground,Protosynthesis,,,132.3,570,85,81,97,121,85,101,TRUE,UU
IronTreads,990,Ground,Steel,Quark Drive,,,529.1,570,90,112,120,72,70,106,TRUE,OU
IronBundle,991,Ice,Water,Quark Drive,,,24.3,570,56,80,114,124,60,136,TRUE,Uber
IronHands,992,Fighting,Electric,Quark Drive,,,839.3,570,154,140,108,50,68,50,TRUE,OU
IronJugulis,993,Dark,Flying,Quark Drive,,,244.7,570,94,80,86,122,80,108,TRUE,UU
IronMoth,994,Fire,Poison,Quark Drive,,,79.4,570,80,70,60,140,110,110,TRUE,OU
IronThorns,995,Rock,Electric,Quark Drive,,,668,570,100,134,110,70,84,72,TRUE,UU
Frigibax,996,Dragon,Ice,Thermal Exchange,,Ice Body,37.5,320,65,75,45,35,45,55,TRUE,PU
Arctibax,997,Dragon,Ice,Thermal Exchange,,Ice Body,66.1,423,90,95,66,45,65,62,TRUE,PU
Baxcalibur,998,Dragon,Ice,Thermal Exchange,,Ice Body,463,600,115,145,92,75,86,87,TRUE,OU
Gimmighoul,999,Ghost,,Rattled,,,11,300,45,30,70,75,70,10,TRUE,PU
Gholdengo,1000,Steel,Ghost,Good as Gold,,,66.1,550,87,60,95,133,91,84,TRUE,OU
Wo-Chien,1001,Dark,Grass,Tablets of Ruin,,,163.6,570,85,85,100,95,135,70,TRUE,UU
Chien-Pao,1002,Dark,Ice,Sword of Ruin,,,335.5,570,80,120,80,90,65,135,TRUE,Uber
Ting-Lu,1003,Dark,Ground,Vessel of Ruin,,,1542.6,570,155,110,125,55,80,45,TRUE,OU
Chi-Yu,1004,Dark,Fire,Beads of Ruin,,,10.8,570,55,80,80,135,120,100,TRUE,Uber
RoaringMoon,1005,Dragon,Dark,Protosynthesis,,,837.8,590,105,139,71,55,101,119,TRUE,OU
IronValiant,1006,Fairy,Fighting,Quark Drive,,,77.2,590,74,130,90,120,60,116,TRUE,OU
Koraidon,1007,Fighting,Dragon,OrichaPUum Pulse,,,668,670,100,135,115,85,100,135,TRUE,Uber
Miraidon,1008,Electric,Dragon,Hadron Engine,,,529.1,670,100,85,100,135,115,135,TRUE,Uber
WalkingWake,1009,Water,Dragon,Protosynthesis,,,617.3,590,99,83,91,125,83,109,TRUE,OU
IronLeaves,1010,Grass,Psychic,Quark Drive,,,275.6,590,90,130,88,70,108,104,TRUE,OU
